file,match_type,gt_title,pred_title,pred_author
ufl_Taylor-NatureSpiritualityPopularCulture_REL-1101-SYLLABUS-FALL-2024-8.8.2024_99b4759c.pdf,FP,,Stranger in a Strange Land,Robert A. Heinlein
ufl_Taylor-NatureSpiritualityPopularCulture_REL-1101-SYLLABUS-FALL-2024-8.8.2024_99b4759c.pdf,FP,,Flight Behavior,Barbara Kingsolver
ufl_Taylor-NatureSpiritualityPopularCulture_REL-1101-SYLLABUS-FALL-2024-8.8.2024_99b4759c.pdf,FP,,Golf in the Kingdom,Michael Murphy
ufl_Taylor-NatureSpiritualityPopularCulture_REL-1101-SYLLABUS-FALL-2024-8.8.2024_99b4759c.pdf,FP,,The Fifth Sacred Thing,Starhawk
ufl_Taylor-NatureSpiritualityPopularCulture_REL-1101-SYLLABUS-FALL-2024-8.8.2024_99b4759c.pdf,FP,,The Overstory,Richard Powers
ufl_Taylor-NatureSpiritualityPopularCulture_REL-1101-SYLLABUS-FALL-2024-8.8.2024_99b4759c.pdf,FP,,Ministry of the Future,Kim Stanley Robinson
ufl_Taylor-NatureSpiritualityPopularCulture_REL-1101-SYLLABUS-FALL-2024-8.8.2024_99b4759c.pdf,FP,,The Color Purple: A Novel,Alice Walker
ufl_VTN1130_F24_bb1290b2.pdf,TP,Let's Speak Vietnamese (LSV). An introduction to contemporary Vietnamese,Let's speak Vietnamese,Lê Phạm Thuý-Kim
ufl_VTN1130_F24_bb1290b2.pdf,FP,,Workbook Manual to accompany Let's speak Vietnamese,Lê Nguyễn Press
ufl_cgn-4905_fall2025_4572f226.pdf,TP,"BIM and Construction Management: Proven Tools, Methods, and Workflows","BIM and Construction Management: Proven Tools, Methods, and Workflows",Brad Hardin
ufl_cgn-4905_fall2025_4572f226.pdf,TP,"BIM Handbook: A Guide to Building Information Modeling for Owners, Designers, Engineers, Contractors, and Facility Managers","BIM Handbook: A Guide to Building Information Modeling for Owners, Designers, Engineers, Contractors, and Facility Managers",Rafael Sacks
ufl_eoc6934_spring2025_215e781c.pdf,TP,Coastal Storms: Processes and Impacts,Coastal Storms: Processes and Impacts,Paolo Ciavola
ufl_spring2024-REL2121-Syllabus-4_d6347e83.pdf,TP,Religion in American Life: A Short History,Religion in American Life: A Short History,Jon Butler
utaustin_10514346_b7347974.pdf,TP,Mastering Russian through Global Debate,Mastering Russian through Global Debate,T. Brown
utaustin_10514346_b7347974.pdf,FP,,Путеводитель по дебатам: Учебное пособие для педагогов и учащихся,Т.В. Светенко
utaustin_11074579_d6f48cfe.pdf,FN,Help,,
utaustin_11074579_d6f48cfe.pdf,FP,,"Razgovarajte s nama!: A2 - B1 : vježbenica, gramatika i fonetika hrvatskog jezika za više početnike",
utaustin_11091559_4a7769b2.pdf,TP,"Environmental Engineering: Fundamentals, Sustainability, Design","Environmental Engineering: Fundamentals, Sustainability, Design",J.R. Mihelcic
utaustin_11305260_803f9e44.pdf,TP,Tips for successful internship programs,Tips for successful internship programs,J. Baxter Lynn
utaustin_11305260_803f9e44.pdf,TP,Life on Purpose: How Living for What Matters Most Changes Everything,Life on Purpose: How Living for What Matters Most Changes Everything,V. J. Strecher
utaustin_12635922_2d29bef2.pdf,TP,The Student's Catullus,The Student's Catullus,Daniel Garrison
utaustin_12635922_2d29bef2.pdf,TP,Ovid's Metamorphoses,"Ovid's Metamorphoses, books 6-10",William Anderson
utaustin_12635922_2d29bef2.pdf,TP,"Statius, Thebaid 5","Statius, Thebaid 5",Shackleton Bailey
utaustin_12635922_2d29bef2.pdf,TP,Ciris,Ciris,R.O.A.M. Lyne
utaustin_12635922_2d29bef2.pdf,FN,Virgil,,
utaustin_12635922_2d29bef2.pdf,FP,,Virgil: Georgics,Richard Thomas
utaustin_12947636_aa8812f0.pdf,TP,Sådan 1,Sådan 1,
utaustin_12947636_aa8812f0.pdf,TP,Sådan 2,Sådan 2,
utaustin_12953992_f184257a.pdf,TP,An Introduction to Statistical Modeling,An Introduction to Statistical Modeling,G. James
utaustin_12953992_f184257a.pdf,TP,Deep Learning,Deep learning,Ian Goodfellow
utaustin_12962294_dfffe6ce.pdf,TP,STUDIO THINKING 3: THE REAL BENEFITS OF VISUAL ARTS EDUCATION,STUDIO THINKING 3: THE REAL BENEFITS OF VISUAL ARTS EDUCATION,Kimberly Sheridan
utaustin_14063541_424c06c7.pdf,TP,Introduction to Social Entrepreneurship,Introduction to Social Entrepreneurship,T. Chahine
utaustin_1452161_5d27a409.pdf,TP,The Successful Marketing Plan,The Successful Marketing Plan,Roman G. Hiebing
utaustin_1452161_5d27a409.pdf,FP,,Cases in Marketing Management,Kenneth L. Bernhardt
utaustin_14606760_edb82012.pdf,TP,Prescott's Microbiology,Prescott's Microbiology,
utaustin_14712486_c31a1459.pdf,TP,Studies in Scales and Chords,"Studies in Scales and Chords, op. 24",Ludwig Milde
utaustin_14712486_c31a1459.pdf,TP,Melodious Etudes for Trombone,"Melodious Etudes for Trombone, Book 1",Marco Bordogni
utaustin_16293137_50d14ce8.pdf,TP,Fundamentals of Microfabrication and Nanotechnology,Fundamentals of Microfabrication and Nanotechnology,Marc Madou
utaustin_16293137_50d14ce8.pdf,TP,Fundamental Principles of Optical Lithography,Fundamental Principles of Optical Lithography,Chris Mack
utaustin_16293406_58d0b069.pdf,TP,Decision Quality: Value Creation from Better Business Decisions,Decision Quality: Value Creation from Better Business Decisions,Carl Spetzler
utaustin_16293406_58d0b069.pdf,TP,Decision Analysis for the Professional,Decision Analysis for the Professional,
utaustin_16293406_58d0b069.pdf,FP,,Readings on The Principles and Applications of Decision Analysis,
utaustin_2202340_ae43c208.pdf,TP,Special education assessment: Issues and strategies affecting today's classrooms,Special education assessment: Issues and strategies affecting today's classrooms,E.P. Kritikos
utaustin_2202340_ae43c208.pdf,TP,Assessing students with special needs,Assessing students with special needs,J. McLoughlin
utaustin_2202340_ae43c208.pdf,TP,Applied behavior analysis for teachers,Applied behavior analysis for teachers,P. A. Alberto
utaustin_2202340_ae43c208.pdf,TP,Behavior analytic consultation to schools,Behavior analytic consultation to schools,M. M. Mueller
utaustin_2202340_ae43c208.pdf,TP,Assessing students with special needs to produce quality outcomes,Assessing students with special needs to produce quality outcomes,C. A. Layton
utaustin_2202340_ae43c208.pdf,FP,,Teaching and behavior support for children and adults with Autism Spectrum Disorder,J. K. Luiselli
utaustin_2874360_e02b0d4b.pdf,TP,"The Age of Reform, 1250-1550: An Intellectual and Religious History of Late Medieval and Reformation Europe","The Age of Reform, 1250-1550: An Intellectual and Religious History of Late Medieval and Reformation Europe",Steven Ozment
utaustin_3419835_42c32f1a.pdf,TP,Intermediate Reader of Modern Chinese,Intermediate Reader of Modern Chinese,
utaustin_3419835_42c32f1a.pdf,TP,Practical Chinese Reader II,Practical Chinese Reader II,
utaustin_3445820_bd62b646.pdf,TP,Interpreting the Images of Greek Myths: An Introduction,Interpreting the Images of Greek Myths: An Introduction,Klaus Junker
utaustin_4510020_f4cabcdb.pdf,TP,The Analysis of Biological Data,The Analysis of Biological Data,M.C. Whitlock
utaustin_5065654_23ac37b9.pdf,TP,The Murder of Jim Fisk for the Love of Josie Mansfield,The Murder of Jim Fisk for the Love of Josie Mansfield,H. W. Brands
utaustin_5568203_d8ac5267.pdf,TP,Eight Old English Poems,Eight Old English Poems,J. C. Pope
utaustin_5568203_d8ac5267.pdf,TP,Introduction to Old English,Introduction to Old English,P. S. Baker
utaustin_5568203_d8ac5267.pdf,TP,A New Introduction to Old Norse: Grammar,A New Introduction to Old Norse: Grammar,Michael Barnes
utaustin_5568203_d8ac5267.pdf,FP,,Clark-Hall Concise Dictionary of Anglo-Saxon,
utaustin_6656290_0b8d9f8d.pdf,TP,Being Digital,Being Digital,Nicholas Negroponte
utaustin_7241375_e3afbb50.pdf,TP,Operations Strategy,Operations Strategy,Jan Van Mieghem
utaustin_7731222_7707e987.pdf,TP,Controversies in Globalization: Contending Approaches in International Relations,Controversies in Globalization: Contending Approaches in International Relations,Peter M. Haas
utaustin_7800510_96e39fae.pdf,TP,Astronomy,Astronomy,Andrew Fraknoi
utaustin_8298342_7b3c680c.pdf,TP,Capitalism: The New Segregation,Capitalism: The New Segregation,Lewis Eldridge
utaustin_8298342_7b3c680c.pdf,TP,Empire State of Mind: How JayZ Went from Street Corner to Corner Office,Empire State of Mind: How Jay Z Went from Street Corner to Corner Office,Zach Greenburg
utaustin_8298342_7b3c680c.pdf,TP,Michael Jordan and the New Global Capitalism,Michael Jordan and the New Global Capitalism,Walter LaFeber
utaustin_8298342_7b3c680c.pdf,TP,Why Should White Guys Have All the Fun: How Reginald Lewis Created a Billion-Dollar Business Empire,Why Should White Guys Have All the Fun: How Reginald Lewis Created a Billion-Dollar Business Empire,Reginald Lewis
utaustin_8298342_7b3c680c.pdf,TP,"The Peebles Principles: Tales and Tactics from an Entreprenuer's Life of Winning Deals, succeeding in Business and Creating a Fortune From Scratch","The Peebles Principles: Tales and Tactics from an Entrepreneur's Life of Winning Deals, Succeeding in Business and Creating a Fortune From Scratch",R. Donahue Peebles
utaustin_8298342_7b3c680c.pdf,TP,Pimpin' Ain't Easy: Selling Black Entertainment Television,Pimpin' Ain't Easy: Selling Black Entertainment Television,Beretta Smith-Shomade
utaustin_8298342_7b3c680c.pdf,TP,Tanning of America: How Hip Hop Created a Culture That Rewrote Rules of a New Economy,Tanning of America: How Hip Hop Created a Culture That Rewrote Rules of a New Economy,Steve Stoute
utaustin_8298342_7b3c680c.pdf,TP,"History Black Business in America: Capitalism, Race, Entrepreneurship","History Black Business in America: Capitalism, Race, Entrepreneurship",Juliet E. K. Walker
utaustin_8298342_7b3c680c.pdf,FP,,In the Black: A History of African Americans on Wall Street,Gregory Bell
utaustin_8298342_7b3c680c.pdf,FP,,"Confronting the Odds: African American Entrepreneurship in Cleveland, Ohio",Bessie House-Soremkeum
utaustin_8298342_7b3c680c.pdf,FP,,32 Ways to Be a Champion in Business,Earvin Magic Johnson
utaustin_8298342_7b3c680c.pdf,FP,,"Forty Million Dollar Slaves: Rise, Fall, Redemption of the Black Athlete",William Rhoden
utaustin_8298342_7b3c680c.pdf,FP,,Encyclopedia of African American Business History,Juliet E. K. Walker
utaustin_8335871_514a3a24.pdf,TP,Exploring Geology,Exploring Geology,Reynolds Johnson
ufl_LIN4721-163A-Spring-2016-Im.docx_3a340388.pdf,FP_NONE,,Understanding Second Language Acquisition,Lourdes Ortega
ufl_LIN4721-163A-Spring-2016-Im.docx_3a340388.pdf,FP_NONE,,Second Language Acquisition: An Introductory Course,Susan M Gass
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,The handbook of world Englishes,Robert D. King
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,World Englishes,
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,Dialects and American English,
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,"English in Africa, an introduction",Josef Schmied
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,English in Ghana,Ayo Bamgbose
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,New Englishes: A West African Perspective,Ayo Bamgbose
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,Modern Englishes,
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,Ghanaian Pidgin English,J. Amoako
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,Jamaican talk,Frederic G. Cassidy
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,Creole formation as language contact,
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,The crucible of Carolina: essays in the development of Gullah language and culture,Frederic G. Cassidy
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,Language in the USA,Lisa Green
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,African American English,Lisa Green
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,Anthropology for the nineties,Arthur Spears
ufl_LIN4930-06AB-Fa16-Essegbey.docx_b9f7f87e.pdf,FP_NONE,,Sociocultural and historical contexts of African American English,Guy Bailey
ufl_Syllabus_New-Testament.docx_ca74e1c7.pdf,FP_NONE,,The New Testament: A Historical Introduction to the Early Christian Writings,Bart Ehrman
ufl_Syllabus_New-Testament.docx_ca74e1c7.pdf,FP_NONE,,The Harper Collins Study Bible,Collins
